0.0
0.11
0.45
1.01
1.79
2.8
4.02
5.46
7.1
8.96
11.02
13.27
15.72
18.35
21.16
24.15
27.3
30.6
34.06
37.65
41.37
45.22
49.18
53.24
57.39
61.62
65.93
70.29
74.7
79.15
83.63
88.13
92.63
97.12
101.6
106.04
110.45
114.8
119.1
123.32
127.45
131.5
135.44
139.26
142.97
146.54
149.96
153.24
156.37
159.32
162.1
164.7
167.12
169.34
171.37
173.19
174.8
176.2
177.39
178.35
179.1
179.62
179.92
180.0
179.85
179.47
178.87
178.05
177.01
175.75
174.28
172.6
170.71
168.62
166.33
163.85
161.19
158.35
155.33
152.16
148.83
145.35
141.73
137.99
134.12
130.15
126.07
121.91
117.66
113.34
108.97
104.55
100.09
95.61
91.11
86.62
82.13
77.65
73.21
68.82
64.47
60.19
55.98
51.86
47.83
43.91
40.11
36.43
32.88
29.47
26.22
23.13
20.2
17.45
14.88
12.49
10.3
8.31
6.53
4.95
3.58
2.44
1.51
0.8
0.31
0.05
0.01
0.2
